001,1.608567,0.398760,1.36604,0.52250,
002,1.109694,0.606260,1.06148,0.63340,
003,0.878018,0.690140,0.86060,0.70490,
004,0.745442,0.740660,0.70282,0.75900,
005,0.659176,0.771620,0.61885,0.78480,
006,0.602593,0.790840,0.57758,0.80380,
007,0.552481,0.809520,0.52992,0.81970,
008,0.519811,0.821660,0.53929,0.81310,
009,0.490094,0.829860,0.52056,0.82430,
010,0.459932,0.840400,0.50522,0.82490,
011,0.439824,0.848700,0.50269,0.82440,
012,0.421671,0.853800,0.51034,0.83070,
013,0.403648,0.859760,0.45664,0.84720,
014,0.389012,0.865380,0.49942,0.83090,
015,0.368737,0.872140,0.46225,0.84440,
016,0.361815,0.873780,0.43910,0.85270,
017,0.348618,0.879920,0.41773,0.85690,
018,0.338478,0.882680,0.38869,0.87100,
019,0.326709,0.886840,0.40398,0.86670,
020,0.322177,0.889240,0.40594,0.86870,
021,0.312850,0.892060,0.39030,0.86960,
022,0.301797,0.896560,0.41598,0.86210,
023,0.298231,0.897120,0.38294,0.87420,
024,0.287569,0.899100,0.41951,0.85730,
025,0.284233,0.901260,0.37098,0.87180,
026,0.276554,0.904220,0.42174,0.86260,
027,0.269908,0.905000,0.38375,0.87360,
028,0.264688,0.906820,0.39333,0.87370,
029,0.259996,0.908940,0.38989,0.87370,
030,0.255911,0.910440,0.40128,0.86990,
031,0.249641,0.913120,0.37612,0.87800,
032,0.244189,0.913720,0.37927,0.87440,
033,0.237536,0.917000,0.35722,0.88260,
034,0.234974,0.916720,0.38647,0.87520,
035,0.232765,0.916960,0.37467,0.87690,
036,0.231944,0.918500,0.38186,0.87740,
037,0.227073,0.920040,0.37143,0.87710,
038,0.218802,0.923680,0.36313,0.88660,
039,0.218372,0.923480,0.43891,0.86520,
040,0.212633,0.925120,0.36692,0.88110,
041,0.202034,0.929020,0.38992,0.87610,
042,0.207127,0.927860,0.36809,0.88150,
043,0.198819,0.929500,0.39830,0.87650,
044,0.198757,0.930880,0.37313,0.88720,
045,0.196377,0.930380,0.34083,0.88970,
046,0.188637,0.932420,0.35567,0.88680,
047,0.193370,0.932300,0.36129,0.88290,
048,0.181870,0.935740,0.38244,0.88230,
049,0.182142,0.936020,0.38467,0.88190,
050,0.182810,0.935300,0.38156,0.88200,
051,0.181430,0.935200,0.36528,0.88500,
052,0.174886,0.938380,0.35688,0.88710,
053,0.171165,0.939740,0.36157,0.88650,
054,0.172307,0.939660,0.36639,0.88730,
055,0.165393,0.940700,0.37311,0.88700,
056,0.162618,0.942600,0.39528,0.87960,
057,0.167796,0.939520,0.34992,0.89210,
058,0.157891,0.943900,0.38912,0.88530,
059,0.159675,0.943040,0.40625,0.87360,
060,0.154622,0.944860,0.36792,0.88820,
061,0.151517,0.946580,0.36189,0.88920,
062,0.151561,0.946220,0.34183,0.89400,
063,0.144936,0.947940,0.37697,0.89100,
064,0.150278,0.946660,0.35402,0.89250,
065,0.143054,0.949520,0.36842,0.88650,
066,0.140022,0.950640,0.37654,0.88520,
067,0.136441,0.951200,0.35449,0.89240,
068,0.135146,0.952020,0.38500,0.88640,
069,0.131596,0.953660,0.37296,0.88880,
070,0.136518,0.952700,0.37087,0.89040,
071,0.131882,0.951780,0.36012,0.89190,
072,0.126432,0.954760,0.36661,0.89210,
073,0.129176,0.954280,0.38415,0.89250,
074,0.123481,0.957240,0.37254,0.89150,
075,0.120001,0.956980,0.36478,0.89220,
076,0.122982,0.956200,0.38417,0.89170,
077,0.120454,0.956840,0.37159,0.89260,
078,0.114645,0.958660,0.40350,0.88730,
079,0.112433,0.959980,0.36341,0.89560,
080,0.115464,0.957360,0.37859,0.89580,
081,0.111210,0.960040,0.36245,0.89370,
082,0.110955,0.961020,0.39000,0.89250,
083,0.108497,0.961880,0.36516,0.89640,
084,0.103716,0.963000,0.40233,0.88960,
085,0.105972,0.962180,0.38117,0.89500,
086,0.101269,0.964060,0.37647,0.89310,
087,0.099143,0.964720,0.36024,0.90100,
088,0.100912,0.963580,0.37284,0.89610,
089,0.098165,0.965860,0.39230,0.89440,
090,0.100797,0.964020,0.37038,0.90020,
091,0.091140,0.966800,0.37751,0.89680,
092,0.091767,0.967240,0.36807,0.89880,
093,0.090765,0.968380,0.37854,0.89360,
094,0.089909,0.967540,0.39143,0.89600,
095,0.087762,0.969060,0.37631,0.90030,
096,0.087572,0.968620,0.37497,0.89990,
097,0.084669,0.969840,0.37087,0.89940,
098,0.078036,0.971720,0.39698,0.89800,
099,0.082166,0.970680,0.37564,0.90180,
100,0.081000,0.971280,0.37520,0.90230,
101,0.079449,0.971820,0.38300,0.89760,
102,0.075326,0.972880,0.39275,0.89310,
103,0.071631,0.974460,0.37861,0.90470,
104,0.074031,0.973740,0.37125,0.89870,
105,0.071146,0.974340,0.36849,0.90030,
106,0.068459,0.975080,0.39504,0.89770,
107,0.068584,0.975160,0.38356,0.90030,
108,0.067160,0.975740,0.37893,0.90240,
109,0.062940,0.977620,0.40246,0.89690,
110,0.064517,0.977320,0.39938,0.89460,
111,0.060989,0.977940,0.41450,0.89730,
112,0.058117,0.979620,0.39307,0.90180,
113,0.057230,0.979640,0.39964,0.90040,
114,0.057501,0.979960,0.39444,0.90260,
115,0.054222,0.980160,0.39390,0.90550,
116,0.056400,0.979420,0.38748,0.90110,
117,0.055614,0.979480,0.37793,0.90420,
118,0.051046,0.981780,0.40689,0.89860,
119,0.048216,0.983440,0.42878,0.89620,
120,0.052027,0.981480,0.39999,0.90210,
121,0.045927,0.983900,0.39912,0.90390,
122,0.043687,0.984720,0.40593,0.90340,
123,0.042998,0.985120,0.39579,0.90660,
124,0.042435,0.984880,0.40445,0.90300,
125,0.039395,0.986280,0.39991,0.90240,
126,0.039946,0.985800,0.41606,0.90160,
127,0.037939,0.986680,0.41006,0.90290,
128,0.038342,0.986700,0.42325,0.90690,
129,0.038962,0.986260,0.40977,0.90680,
130,0.035776,0.987300,0.41506,0.90410,
131,0.030259,0.989720,0.41586,0.90580,
132,0.032209,0.988760,0.42533,0.90450,
133,0.030997,0.988600,0.42565,0.90500,
134,0.029319,0.990020,0.41853,0.90820,
135,0.028122,0.990020,0.41804,0.90840,
136,0.027707,0.990580,0.42829,0.90820,
137,0.025432,0.991120,0.42923,0.90720,
138,0.025663,0.991380,0.43225,0.90880,
139,0.025278,0.991240,0.42802,0.90640,
140,0.024184,0.991540,0.43503,0.90550,
141,0.021948,0.992140,0.42680,0.90900,
142,0.019754,0.993240,0.42934,0.90960,
143,0.018147,0.993940,0.43686,0.91050,
144,0.018679,0.993480,0.43263,0.91160,
145,0.018336,0.993780,0.41722,0.91170,
146,0.016378,0.994280,0.43816,0.90720,
147,0.015464,0.995040,0.43953,0.90960,
148,0.014766,0.994980,0.43902,0.90860,
149,0.012621,0.996020,0.44056,0.91120,
150,0.014105,0.995300,0.43647,0.91220,
151,0.013345,0.995360,0.44617,0.91210,
152,0.011198,0.996320,0.44788,0.91330,
153,0.012659,0.995720,0.44280,0.90970,
154,0.011590,0.996000,0.44283,0.91170,
155,0.010833,0.996400,0.44308,0.91270,
156,0.009670,0.996740,0.44275,0.91310,
157,0.008158,0.997380,0.45253,0.91460,
158,0.009206,0.996840,0.46333,0.91330,
159,0.008795,0.997060,0.45607,0.91490,
160,0.007536,0.997540,0.46054,0.91370,
161,0.007438,0.997540,0.45498,0.91260,
162,0.006742,0.997980,0.45776,0.91470,
163,0.006189,0.998020,0.45978,0.91340,
164,0.005708,0.998440,0.46991,0.91270,
165,0.005969,0.998280,0.45876,0.91410,
166,0.006162,0.998220,0.45427,0.91640,
