001,1.537983,0.428940,1.34159,0.55850,
002,1.028417,0.635020,1.10913,0.62810,
003,0.809921,0.717620,0.77364,0.73670,
004,0.673447,0.769260,0.71305,0.75300,
005,0.599514,0.793660,0.57168,0.80260,
006,0.545559,0.811680,0.54606,0.81340,
007,0.495688,0.829000,0.51048,0.83080,
008,0.461447,0.840160,0.51846,0.82710,
009,0.428666,0.851320,0.42205,0.85610,
010,0.403905,0.859120,0.49676,0.83600,
011,0.384576,0.865740,0.39646,0.86560,
012,0.362037,0.873240,0.40732,0.86330,
013,0.346378,0.880740,0.39633,0.86300,
014,0.331836,0.885160,0.38411,0.87080,
015,0.315468,0.889820,0.41496,0.86010,
016,0.301903,0.894900,0.35807,0.88400,
017,0.289167,0.899520,0.37307,0.87370,
018,0.280204,0.902140,0.35577,0.88200,
019,0.266853,0.906940,0.42576,0.85780,
020,0.255009,0.911680,0.34889,0.88610,
021,0.247953,0.912660,0.39277,0.87270,
022,0.245006,0.913800,0.34569,0.88680,
023,0.236447,0.916960,0.35509,0.88570,
024,0.232727,0.917940,0.34905,0.89050,
025,0.227915,0.920580,0.38657,0.87430,
026,0.214745,0.924280,0.33531,0.89340,
027,0.207381,0.927660,0.33703,0.89320,
028,0.209056,0.927040,0.33119,0.89150,
029,0.202042,0.929020,0.31592,0.89760,
030,0.197954,0.930780,0.33942,0.88790,
031,0.188952,0.934040,0.30500,0.90020,
032,0.187118,0.933560,0.31733,0.90070,
033,0.180050,0.936200,0.31581,0.90020,
034,0.181106,0.936380,0.32739,0.89540,
035,0.173393,0.939020,0.35159,0.89070,
036,0.169579,0.940620,0.34559,0.89500,
037,0.163069,0.942600,0.32174,0.90210,
038,0.160863,0.942760,0.33539,0.89480,
039,0.157179,0.944540,0.30229,0.90530,
040,0.157221,0.944960,0.31674,0.89810,
041,0.149151,0.947560,0.32576,0.89830,
042,0.157753,0.943540,0.30600,0.90400,
043,0.146150,0.948640,0.33736,0.89900,
044,0.145427,0.948500,0.32339,0.90120,
045,0.139545,0.949500,0.34067,0.89530,
046,0.140785,0.950760,0.33104,0.90000,
047,0.134467,0.951680,0.33571,0.90070,
048,0.138169,0.950720,0.28815,0.90830,
049,0.131744,0.953280,0.34087,0.90050,
050,0.126385,0.955880,0.32713,0.90470,
051,0.125415,0.956300,0.30431,0.90700,
052,0.122502,0.956400,0.35742,0.89150,
053,0.123043,0.956920,0.29937,0.90960,
054,0.117368,0.957680,0.30900,0.91050,
055,0.114340,0.959300,0.32610,0.90450,
056,0.113655,0.959640,0.31243,0.91070,
057,0.112230,0.961000,0.33162,0.90470,
058,0.111470,0.960380,0.32846,0.90450,
059,0.108206,0.960820,0.31696,0.91170,
060,0.107096,0.962160,0.31464,0.90880,
061,0.100014,0.965800,0.30264,0.91090,
062,0.101344,0.963740,0.29590,0.91250,
063,0.101292,0.962640,0.36951,0.89750,
064,0.100046,0.964280,0.33134,0.90520,
065,0.098761,0.964960,0.34913,0.90130,
066,0.096398,0.965800,0.32299,0.90880,
067,0.097826,0.965220,0.34304,0.90610,
068,0.093794,0.966900,0.32810,0.90640,
069,0.090050,0.968220,0.30158,0.91580,
070,0.088736,0.968560,0.32709,0.91020,
071,0.086877,0.968820,0.32728,0.90830,
072,0.088881,0.967880,0.30101,0.91560,
073,0.085131,0.969720,0.31182,0.91320,
074,0.077476,0.972440,0.32016,0.91340,
075,0.076908,0.972260,0.30793,0.91430,
076,0.079221,0.972460,0.30545,0.91960,
077,0.079046,0.972660,0.30371,0.91600,
078,0.073945,0.973560,0.30155,0.91870,
079,0.071430,0.974540,0.31901,0.91580,
080,0.071253,0.975600,0.31162,0.91540,
081,0.071479,0.974340,0.31718,0.91730,
082,0.074350,0.973720,0.31264,0.91680,
083,0.068372,0.975440,0.30823,0.91890,
084,0.070148,0.975620,0.34771,0.90800,
085,0.066195,0.976740,0.35694,0.90740,
086,0.061024,0.978860,0.31047,0.92030,
087,0.062125,0.977860,0.32090,0.91830,
088,0.063467,0.977680,0.31506,0.91830,
089,0.054314,0.980120,0.33025,0.91530,
090,0.061134,0.978580,0.35087,0.91260,
091,0.056970,0.979940,0.33697,0.91980,
092,0.054080,0.980620,0.32034,0.91970,
093,0.054081,0.981280,0.32103,0.91610,
094,0.054095,0.981740,0.34929,0.91520,
